product_type,product_name,sku,video_url,gallary_id,price,discount_price,unit_id,product_weight,brand_id,tax_id,product_categories,products_attributes,combination_sku,product_variation,variation_price,variation_images
variable,"Variable Product 14",sku-v-000-14,https://www.youtube.com/watch?v=kbxOeOZhmIc,"202109054758category900x900.jpg, 202109054758category900x900.jpg, 202109050158product_1_900x900.jpg, 202109050215product_2_900x900.jpg, 202109050235product_3_900x900.jpg, 202109052217product_4_900x900.jpg, 202109052232product_5_900x900.jpg, 202109052248product_6_900x900.jpg, 202109052304product_7_900x900.jpg, 202109081240product_8_900x900.jpg, 202109081253product_9_900x900.jpg",623.00,529.55,pcs,2553,brand1,GST,"Cat1, Sub Cat4","Size|Small-Medium-Large, Color|Red-Black-Blue","sku-v-000-14-1, sku-v-000-14-2, sku-v-000-14-3, sku-v-000-14-4, sku-v-000-14-5, sku-v-000-14-6, sku-v-000-14-7, sku-v-000-14-8, sku-v-000-14-9","Small-Red, Small-Black, Small-Blue, Medium-Red, Medium-Black, Medium-Blue, Large-Red, Large-Black, Large-Blue","624.00, 31.00, 8.00, 89.00, 9.00, 7.00, 30.00, 64.00, 63.00","202109050158product_1_900x900.jpg, 202109050215product_2_900x900.jpg, 202109050235product_3_900x900.jpg, 202109052217product_4_900x900.jpg, 202109052232product_5_900x900.jpg, 202109052248product_6_900x900.jpg, 202109052304product_7_900x900.jpg, 202109081240product_8_900x900.jpg, 202109081253product_9_900x900.jpg"
variable,"Variable Product 15",sku-v-000-15,,"202109054758category900x900.jpg, 202109054758category900x900.jpg, 202109050158product_1_900x900.jpg, 202109050215product_2_900x900.jpg, 202109050235product_3_900x900.jpg, 202109052217product_4_900x900.jpg, 202109052232product_5_900x900.jpg, 202109052248product_6_900x900.jpg, 202109052304product_7_900x900.jpg, 202109081240product_8_900x900.jpg, 202109081253product_9_900x900.jpg",589.00,394.63,pcs,2476,brand1,GST,"Cat2, Sub Cat1","Size|Small-Medium-Large, Color|Red-Black-Blue","sku-v-000-15-1, sku-v-000-15-2, sku-v-000-15-3, sku-v-000-15-4, sku-v-000-15-5, sku-v-000-15-6, sku-v-000-15-7, sku-v-000-15-8, sku-v-000-15-9","Small-Red, Small-Black, Small-Blue, Medium-Red, Medium-Black, Medium-Blue, Large-Red, Large-Black, Large-Blue","590.00, 41.00, 17.00, 100.00, 82.00, 104.00, 29.00, 96.00, 87.00","202109050158product_1_900x900.jpg, 202109050215product_2_900x900.jpg, 202109050235product_3_900x900.jpg, 202109052217product_4_900x900.jpg, 202109052232product_5_900x900.jpg, 202109052248product_6_900x900.jpg, 202109052304product_7_900x900.jpg, 202109081240product_8_900x900.jpg, 202109081253product_9_900x900.jpg"
variable,"Variable Product 16",sku-v-000-16,https://www.youtube.com/watch?v=kbxOeOZhmIc,"202109054758category900x900.jpg, 202109054758category900x900.jpg, 202109050158product_1_900x900.jpg, 202109050215product_2_900x900.jpg, 202109050235product_3_900x900.jpg, 202109052217product_4_900x900.jpg, 202109052232product_5_900x900.jpg, 202109052248product_6_900x900.jpg, 202109052304product_7_900x900.jpg, 202109081240product_8_900x900.jpg, 202109081253product_9_900x900.jpg",607.00,534.16,pcs,3141,brand1,GST,"Cat1, Sub Cat1","Size|Small-Medium-Large, Color|Red-Black-Blue","sku-v-000-16-1, sku-v-000-16-2, sku-v-000-16-3, sku-v-000-16-4, sku-v-000-16-5, sku-v-000-16-6, sku-v-000-16-7, sku-v-000-16-8, sku-v-000-16-9","Small-Red, Small-Black, Small-Blue, Medium-Red, Medium-Black, Medium-Blue, Large-Red, Large-Black, Large-Blue","608.00, 92.00, 30.00, 23.00, 61.00, 17.00, 104.00, 39.00, 90.00","202109050158product_1_900x900.jpg, 202109050215product_2_900x900.jpg, 202109050235product_3_900x900.jpg, 202109052217product_4_900x900.jpg, 202109052232product_5_900x900.jpg, 202109052248product_6_900x900.jpg, 202109052304product_7_900x900.jpg, 202109081240product_8_900x900.jpg, 202109081253product_9_900x900.jpg"
variable,"Variable Product 17",sku-v-000-17,,"202109054758category900x900.jpg, 202109054758category900x900.jpg, 202109050158product_1_900x900.jpg, 202109050215product_2_900x900.jpg, 202109050235product_3_900x900.jpg, 202109052217product_4_900x900.jpg, 202109052232product_5_900x900.jpg, 202109052248product_6_900x900.jpg, 202109052304product_7_900x900.jpg, 202109081240product_8_900x900.jpg, 202109081253product_9_900x900.jpg",727.00,632.49,pcs,2815,brand1,GST,"Cat1, Sub Cat1","Size|Small-Medium-Large, Color|Red-Black-Blue","sku-v-000-17-1, sku-v-000-17-2, sku-v-000-17-3, sku-v-000-17-4, sku-v-000-17-5, sku-v-000-17-6, sku-v-000-17-7, sku-v-000-17-8, sku-v-000-17-9","Small-Red, Small-Black, Small-Blue, Medium-Red, Medium-Black, Medium-Blue, Large-Red, Large-Black, Large-Blue","728.00, 50.00, 99.00, 80.00, 24.00, 83.00, 45.00, 104.00, 103.00","202109050158product_1_900x900.jpg, 202109050215product_2_900x900.jpg, 202109050235product_3_900x900.jpg, 202109052217product_4_900x900.jpg, 202109052232product_5_900x900.jpg, 202109052248product_6_900x900.jpg, 202109052304product_7_900x900.jpg, 202109081240product_8_900x900.jpg, 202109081253product_9_900x900.jpg"
variable,"Variable Product 18",sku-v-000-18,https://www.youtube.com/watch?v=kbxOeOZhmIc,"202109054758category900x900.jpg, 202109054758category900x900.jpg, 202109050158product_1_900x900.jpg, 202109050215product_2_900x900.jpg, 202109050235product_3_900x900.jpg, 202109052217product_4_900x900.jpg, 202109052232product_5_900x900.jpg, 202109052248product_6_900x900.jpg, 202109052304product_7_900x900.jpg, 202109081240product_8_900x900.jpg, 202109081253product_9_900x900.jpg",385.00,265.65,pcs,831,brand1,GST,"Cat3, Sub Cat1, Sub Cat5","Size|Small-Medium-Large, Color|Red-Black-Blue","sku-v-000-18-1, sku-v-000-18-2, sku-v-000-18-3, sku-v-000-18-4, sku-v-000-18-5, sku-v-000-18-6, sku-v-000-18-7, sku-v-000-18-8, sku-v-000-18-9","Small-Red, Small-Black, Small-Blue, Medium-Red, Medium-Black, Medium-Blue, Large-Red, Large-Black, Large-Blue","386.00, 81.00, 14.00, 77.00, 16.00, 97.00, 70.00, 31.00, 61.00","202109050158product_1_900x900.jpg, 202109050215product_2_900x900.jpg, 202109050235product_3_900x900.jpg, 202109052217product_4_900x900.jpg, 202109052232product_5_900x900.jpg, 202109052248product_6_900x900.jpg, 202109052304product_7_900x900.jpg, 202109081240product_8_900x900.jpg, 202109081253product_9_900x900.jpg"
variable,"Variable Product 19",sku-v-000-19,,"202109054758category900x900.jpg, 202109054758category900x900.jpg, 202109050158product_1_900x900.jpg, 202109050215product_2_900x900.jpg, 202109050235product_3_900x900.jpg, 202109052217product_4_900x900.jpg, 202109052232product_5_900x900.jpg, 202109052248product_6_900x900.jpg, 202109052304product_7_900x900.jpg, 202109081240product_8_900x900.jpg, 202109081253product_9_900x900.jpg",165.00,123.75,pcs,4127,brand1,GST,"Cat3, Sub Cat1","Size|Small-Medium-Large, Color|Red-Black-Blue","sku-v-000-19-1, sku-v-000-19-2, sku-v-000-19-3, sku-v-000-19-4, sku-v-000-19-5, sku-v-000-19-6, sku-v-000-19-7, sku-v-000-19-8, sku-v-000-19-9","Small-Red, Small-Black, Small-Blue, Medium-Red, Medium-Black, Medium-Blue, Large-Red, Large-Black, Large-Blue","166.00, 33.00, 35.00, 10.00, 8.00, 24.00, 81.00, 29.00, 93.00","202109050158product_1_900x900.jpg, 202109050215product_2_900x900.jpg, 202109050235product_3_900x900.jpg, 202109052217product_4_900x900.jpg, 202109052232product_5_900x900.jpg, 202109052248product_6_900x900.jpg, 202109052304product_7_900x900.jpg, 202109081240product_8_900x900.jpg, 202109081253product_9_900x900.jpg"
variable,"Variable Product 20",sku-v-000-20,https://www.youtube.com/watch?v=kbxOeOZhmIc,"202109054758category900x900.jpg, 202109054758category900x900.jpg, 202109050158product_1_900x900.jpg, 202109050215product_2_900x900.jpg, 202109050235product_3_900x900.jpg, 202109052217product_4_900x900.jpg, 202109052232product_5_900x900.jpg, 202109052248product_6_900x900.jpg, 202109052304product_7_900x900.jpg, 202109081240product_8_900x900.jpg, 202109081253product_9_900x900.jpg",387.00,247.68,pcs,3104,brand1,GST,"Cat1, Sub Cat4","Size|Small-Medium-Large, Color|Red-Black-Blue","sku-v-000-20-1, sku-v-000-20-2, sku-v-000-20-3, sku-v-000-20-4, sku-v-000-20-5, sku-v-000-20-6, sku-v-000-20-7, sku-v-000-20-8, sku-v-000-20-9","Small-Red, Small-Black, Small-Blue, Medium-Red, Medium-Black, Medium-Blue, Large-Red, Large-Black, Large-Blue","388.00, 58.00, 80.00, 10.00, 25.00, 29.00, 66.00, 90.00, 44.00","202109050158product_1_900x900.jpg, 202109050215product_2_900x900.jpg, 202109050235product_3_900x900.jpg, 202109052217product_4_900x900.jpg, 202109052232product_5_900x900.jpg, 202109052248product_6_900x900.jpg, 202109052304product_7_900x900.jpg, 202109081240product_8_900x900.jpg, 202109081253product_9_900x900.jpg"
variable,"Variable Product 21",sku-v-000-21,,"202109054758category900x900.jpg, 202109054758category900x900.jpg, 202109050158product_1_900x900.jpg, 202109050215product_2_900x900.jpg, 202109050235product_3_900x900.jpg, 202109052217product_4_900x900.jpg, 202109052232product_5_900x900.jpg, 202109052248product_6_900x900.jpg, 202109052304product_7_900x900.jpg, 202109081240product_8_900x900.jpg, 202109081253product_9_900x900.jpg",683.00,614.70,pcs,2433,brand1,GST,"Cat3, Sub Cat4","Size|Small-Medium-Large, Color|Red-Black-Blue","sku-v-000-21-1, sku-v-000-21-2, sku-v-000-21-3, sku-v-000-21-4, sku-v-000-21-5, sku-v-000-21-6, sku-v-000-21-7, sku-v-000-21-8, sku-v-000-21-9","Small-Red, Small-Black, Small-Blue, Medium-Red, Medium-Black, Medium-Blue, Large-Red, Large-Black, Large-Blue","684.00, 42.00, 78.00, 14.00, 16.00, 45.00, 72.00, 84.00, 100.00","202109050158product_1_900x900.jpg, 202109050215product_2_900x900.jpg, 202109050235product_3_900x900.jpg, 202109052217product_4_900x900.jpg, 202109052232product_5_900x900.jpg, 202109052248product_6_900x900.jpg, 202109052304product_7_900x900.jpg, 202109081240product_8_900x900.jpg, 202109081253product_9_900x900.jpg"
variable,"Variable Product 22",sku-v-000-22,https://www.youtube.com/watch?v=kbxOeOZhmIc,"202109054758category900x900.jpg, 202109054758category900x900.jpg, 202109050158product_1_900x900.jpg, 202109050215product_2_900x900.jpg, 202109050235product_3_900x900.jpg, 202109052217product_4_900x900.jpg, 202109052232product_5_900x900.jpg, 202109052248product_6_900x900.jpg, 202109052304product_7_900x900.jpg, 202109081240product_8_900x900.jpg, 202109081253product_9_900x900.jpg",811.00,437.94,pcs,3022,brand1,GST,"Cat1, Sub Cat2","Size|Small-Medium-Large, Color|Red-Black-Blue","sku-v-000-22-1, sku-v-000-22-2, sku-v-000-22-3, sku-v-000-22-4, sku-v-000-22-5, sku-v-000-22-6, sku-v-000-22-7, sku-v-000-22-8, sku-v-000-22-9","Small-Red, Small-Black, Small-Blue, Medium-Red, Medium-Black, Medium-Blue, Large-Red, Large-Black, Large-Blue","812.00, 56.00, 25.00, 41.00, 8.00, 90.00, 60.00, 42.00, 15.00","202109050158product_1_900x900.jpg, 202109050215product_2_900x900.jpg, 202109050235product_3_900x900.jpg, 202109052217product_4_900x900.jpg, 202109052232product_5_900x900.jpg, 202109052248product_6_900x900.jpg, 202109052304product_7_900x900.jpg, 202109081240product_8_900x900.jpg, 202109081253product_9_900x900.jpg"
variable,"Variable Product 23",sku-v-000-23,,"202109054758category900x900.jpg, 202109054758category900x900.jpg, 202109050158product_1_900x900.jpg, 202109050215product_2_900x900.jpg, 202109050235product_3_900x900.jpg, 202109052217product_4_900x900.jpg, 202109052232product_5_900x900.jpg, 202109052248product_6_900x900.jpg, 202109052304product_7_900x900.jpg, 202109081240product_8_900x900.jpg, 202109081253product_9_900x900.jpg",617.00,586.15,pcs,4288,brand1,GST,"Cat3, Sub Cat2","Size|Small-Medium-Large, Color|Red-Black-Blue","sku-v-000-23-1, sku-v-000-23-2, sku-v-000-23-3, sku-v-000-23-4, sku-v-000-23-5, sku-v-000-23-6, sku-v-000-23-7, sku-v-000-23-8, sku-v-000-23-9","Small-Red, Small-Black, Small-Blue, Medium-Red, Medium-Black, Medium-Blue, Large-Red, Large-Black, Large-Blue","618.00, 28.00, 71.00, 8.00, 7.00, 74.00, 85.00, 56.00, 17.00","202109050158product_1_900x900.jpg, 202109050215product_2_900x900.jpg, 202109050235product_3_900x900.jpg, 202109052217product_4_900x900.jpg, 202109052232product_5_900x900.jpg, 202109052248product_6_900x900.jpg, 202109052304product_7_900x900.jpg, 202109081240product_8_900x900.jpg, 202109081253product_9_900x900.jpg"
variable,"Variable Product 24",sku-v-000-24,https://www.youtube.com/watch?v=kbxOeOZhmIc,"202109054758category900x900.jpg, 202109054758category900x900.jpg, 202109050158product_1_900x900.jpg, 202109050215product_2_900x900.jpg, 202109050235product_3_900x900.jpg, 202109052217product_4_900x900.jpg, 202109052232product_5_900x900.jpg, 202109052248product_6_900x900.jpg, 202109052304product_7_900x900.jpg, 202109081240product_8_900x900.jpg, 202109081253product_9_900x900.jpg",229.00,169.46,pcs,1311,brand1,GST,"Cat2, Sub Cat3","Size|Small-Medium-Large, Color|Red-Black-Blue","sku-v-000-24-1, sku-v-000-24-2, sku-v-000-24-3, sku-v-000-24-4, sku-v-000-24-5, sku-v-000-24-6, sku-v-000-24-7, sku-v-000-24-8, sku-v-000-24-9","Small-Red, Small-Black, Small-Blue, Medium-Red, Medium-Black, Medium-Blue, Large-Red, Large-Black, Large-Blue","230.00, 54.00, 62.00, 7.00, 50.00, 78.00, 87.00, 105.00, 101.00","202109050158product_1_900x900.jpg, 202109050215product_2_900x900.jpg, 202109050235product_3_900x900.jpg, 202109052217product_4_900x900.jpg, 202109052232product_5_900x900.jpg, 202109052248product_6_900x900.jpg, 202109052304product_7_900x900.jpg, 202109081240product_8_900x900.jpg, 202109081253product_9_900x900.jpg"
variable,"Variable Product 25",sku-v-000-25,,"202109054758category900x900.jpg, 202109054758category900x900.jpg, 202109050158product_1_900x900.jpg, 202109050215product_2_900x900.jpg, 202109050235product_3_900x900.jpg, 202109052217product_4_900x900.jpg, 202109052232product_5_900x900.jpg, 202109052248product_6_900x900.jpg, 202109052304product_7_900x900.jpg, 202109081240product_8_900x900.jpg, 202109081253product_9_900x900.jpg",546.00,349.44,pcs,916,brand1,GST,"Cat2, Sub Cat4","Size|Small-Medium-Large, Color|Red-Black-Blue","sku-v-000-25-1, sku-v-000-25-2, sku-v-000-25-3, sku-v-000-25-4, sku-v-000-25-5, sku-v-000-25-6, sku-v-000-25-7, sku-v-000-25-8, sku-v-000-25-9","Small-Red, Small-Black, Small-Blue, Medium-Red, Medium-Black, Medium-Blue, Large-Red, Large-Black, Large-Blue","547.00, 102.00, 40.00, 102.00, 17.00, 23.00, 98.00, 29.00, 62.00","202109050158product_1_900x900.jpg, 202109050215product_2_900x900.jpg, 202109050235product_3_900x900.jpg, 202109052217product_4_900x900.jpg, 202109052232product_5_900x900.jpg, 202109052248product_6_900x900.jpg, 202109052304product_7_900x900.jpg, 202109081240product_8_900x900.jpg, 202109081253product_9_900x900.jpg"
variable,"Variable Product 26",sku-v-000-26,https://www.youtube.com/watch?v=kbxOeOZhmIc,"202109054758category900x900.jpg, 202109054758category900x900.jpg, 202109050158product_1_900x900.jpg, 202109050215product_2_900x900.jpg, 202109050235product_3_900x900.jpg, 202109052217product_4_900x900.jpg, 202109052232product_5_900x900.jpg, 202109052248product_6_900x900.jpg, 202109052304product_7_900x900.jpg, 202109081240product_8_900x900.jpg, 202109081253product_9_900x900.jpg",699.00,342.51,pcs,1881,brand1,GST,"Cat1, Sub Cat3","Size|Small-Medium-Large, Color|Red-Black-Blue","sku-v-000-26-1, sku-v-000-26-2, sku-v-000-26-3, sku-v-000-26-4, sku-v-000-26-5, sku-v-000-26-6, sku-v-000-26-7, sku-v-000-26-8, sku-v-000-26-9","Small-Red, Small-Black, Small-Blue, Medium-Red, Medium-Black, Medium-Blue, Large-Red, Large-Black, Large-Blue","700.00, 92.00, 9.00, 84.00, 32.00, 17.00, 45.00, 51.00, 74.00","202109050158product_1_900x900.jpg, 202109050215product_2_900x900.jpg, 202109050235product_3_900x900.jpg, 202109052217product_4_900x900.jpg, 202109052232product_5_900x900.jpg, 202109052248product_6_900x900.jpg, 202109052304product_7_900x900.jpg, 202109081240product_8_900x900.jpg, 202109081253product_9_900x900.jpg"
variable,"Variable Product 27",sku-v-000-27,,"202109054758category900x900.jpg, 202109054758category900x900.jpg, 202109050158product_1_900x900.jpg, 202109050215product_2_900x900.jpg, 202109050235product_3_900x900.jpg, 202109052217product_4_900x900.jpg, 202109052232product_5_900x900.jpg, 202109052248product_6_900x900.jpg, 202109052304product_7_900x900.jpg, 202109081240product_8_900x900.jpg, 202109081253product_9_900x900.jpg",736.00,618.24,pcs,2849,brand1,GST,"Cat3, Sub Cat1, Sub Cat5","Size|Small-Medium-Large, Color|Red-Black-Blue","sku-v-000-27-1, sku-v-000-27-2, sku-v-000-27-3, sku-v-000-27-4, sku-v-000-27-5, sku-v-000-27-6, sku-v-000-27-7, sku-v-000-27-8, sku-v-000-27-9","Small-Red, Small-Black, Small-Blue, Medium-Red, Medium-Black, Medium-Blue, Large-Red, Large-Black, Large-Blue","737.00, 74.00, 33.00, 76.00, 85.00, 106.00, 69.00, 98.00, 28.00","202109050158product_1_900x900.jpg, 202109050215product_2_900x900.jpg, 202109050235product_3_900x900.jpg, 202109052217product_4_900x900.jpg, 202109052232product_5_900x900.jpg, 202109052248product_6_900x900.jpg, 202109052304product_7_900x900.jpg, 202109081240product_8_900x900.jpg, 202109081253product_9_900x900.jpg"
variable,"Variable Product 28",sku-v-000-28,https://www.youtube.com/watch?v=kbxOeOZhmIc,"202109054758category900x900.jpg, 202109054758category900x900.jpg, 202109050158product_1_900x900.jpg, 202109050215product_2_900x900.jpg, 202109050235product_3_900x900.jpg, 202109052217product_4_900x900.jpg, 202109052232product_5_900x900.jpg, 202109052248product_6_900x900.jpg, 202109052304product_7_900x900.jpg, 202109081240product_8_900x900.jpg, 202109081253product_9_900x900.jpg",913.00,666.49,pcs,2791,brand1,GST,"Cat2, Sub Cat1","Size|Small-Medium-Large, Color|Red-Black-Blue","sku-v-000-28-1, sku-v-000-28-2, sku-v-000-28-3, sku-v-000-28-4, sku-v-000-28-5, sku-v-000-28-6, sku-v-000-28-7, sku-v-000-28-8, sku-v-000-28-9","Small-Red, Small-Black, Small-Blue, Medium-Red, Medium-Black, Medium-Blue, Large-Red, Large-Black, Large-Blue","914.00, 86.00, 13.00, 47.00, 6.00, 29.00, 50.00, 55.00, 82.00","202109050158product_1_900x900.jpg, 202109050215product_2_900x900.jpg, 202109050235product_3_900x900.jpg, 202109052217product_4_900x900.jpg, 202109052232product_5_900x900.jpg, 202109052248product_6_900x900.jpg, 202109052304product_7_900x900.jpg, 202109081240product_8_900x900.jpg, 202109081253product_9_900x900.jpg"
variable,"Variable Product 29",sku-v-000-29,,"202109054758category900x900.jpg, 202109054758category900x900.jpg, 202109050158product_1_900x900.jpg, 202109050215product_2_900x900.jpg, 202109050235product_3_900x900.jpg, 202109052217product_4_900x900.jpg, 202109052232product_5_900x900.jpg, 202109052248product_6_900x900.jpg, 202109052304product_7_900x900.jpg, 202109081240product_8_900x900.jpg, 202109081253product_9_900x900.jpg",726.00,355.74,pcs,2554,brand1,GST,"Cat1, Sub Cat1","Size|Small-Medium-Large, Color|Red-Black-Blue","sku-v-000-29-1, sku-v-000-29-2, sku-v-000-29-3, sku-v-000-29-4, sku-v-000-29-5, sku-v-000-29-6, sku-v-000-29-7, sku-v-000-29-8, sku-v-000-29-9","Small-Red, Small-Black, Small-Blue, Medium-Red, Medium-Black, Medium-Blue, Large-Red, Large-Black, Large-Blue","727.00, 63.00, 64.00, 58.00, 39.00, 11.00, 104.00, 10.00, 83.00","202109050158product_1_900x900.jpg, 202109050215product_2_900x900.jpg, 202109050235product_3_900x900.jpg, 202109052217product_4_900x900.jpg, 202109052232product_5_900x900.jpg, 202109052248product_6_900x900.jpg, 202109052304product_7_900x900.jpg, 202109081240product_8_900x900.jpg, 202109081253product_9_900x900.jpg"
variable,"Variable Product 30",sku-v-000-30,https://www.youtube.com/watch?v=kbxOeOZhmIc,"202109054758category900x900.jpg, 202109054758category900x900.jpg, 202109050158product_1_900x900.jpg, 202109050215product_2_900x900.jpg, 202109050235product_3_900x900.jpg, 202109052217product_4_900x900.jpg, 202109052232product_5_900x900.jpg, 202109052248product_6_900x900.jpg, 202109052304product_7_900x900.jpg, 202109081240product_8_900x900.jpg, 202109081253product_9_900x900.jpg",340.00,190.40,pcs,1105,brand1,GST,"Cat1, Sub Cat2","Size|Small-Medium-Large, Color|Red-Black-Blue","sku-v-000-30-1, sku-v-000-30-2, sku-v-000-30-3, sku-v-000-30-4, sku-v-000-30-5, sku-v-000-30-6, sku-v-000-30-7, sku-v-000-30-8, sku-v-000-30-9","Small-Red, Small-Black, Small-Blue, Medium-Red, Medium-Black, Medium-Blue, Large-Red, Large-Black, Large-Blue","341.00, 69.00, 103.00, 99.00, 103.00, 37.00, 23.00, 44.00, 102.00","202109050158product_1_900x900.jpg, 202109050215product_2_900x900.jpg, 202109050235product_3_900x900.jpg, 202109052217product_4_900x900.jpg, 202109052232product_5_900x900.jpg, 202109052248product_6_900x900.jpg, 202109052304product_7_900x900.jpg, 202109081240product_8_900x900.jpg, 202109081253product_9_900x900.jpg"
variable,"Variable Product 31",sku-v-000-31,,"202109054758category900x900.jpg, 202109054758category900x900.jpg, 202109050158product_1_900x900.jpg, 202109050215product_2_900x900.jpg, 202109050235product_3_900x900.jpg, 202109052217product_4_900x900.jpg, 202109052232product_5_900x900.jpg, 202109052248product_6_900x900.jpg, 202109052304product_7_900x900.jpg, 202109081240product_8_900x900.jpg, 202109081253product_9_900x900.jpg",710.00,497.00,pcs,2896,brand1,GST,"Cat3, Sub Cat1","Size|Small-Medium-Large, Color|Red-Black-Blue","sku-v-000-31-1, sku-v-000-31-2, sku-v-000-31-3, sku-v-000-31-4, sku-v-000-31-5, sku-v-000-31-6, sku-v-000-31-7, sku-v-000-31-8, sku-v-000-31-9","Small-Red, Small-Black, Small-Blue, Medium-Red, Medium-Black, Medium-Blue, Large-Red, Large-Black, Large-Blue","711.00, 67.00, 24.00, 52.00, 46.00, 42.00, 76.00, 42.00, 102.00","202109050158product_1_900x900.jpg, 202109050215product_2_900x900.jpg, 202109050235product_3_900x900.jpg, 202109052217product_4_900x900.jpg, 202109052232product_5_900x900.jpg, 202109052248product_6_900x900.jpg, 202109052304product_7_900x900.jpg, 202109081240product_8_900x900.jpg, 202109081253product_9_900x900.jpg"
variable,"Variable Product 32",sku-v-000-32,https://www.youtube.com/watch?v=kbxOeOZhmIc,"202109054758category900x900.jpg, 202109054758category900x900.jpg, 202109050158product_1_900x900.jpg, 202109050215product_2_900x900.jpg, 202109050235product_3_900x900.jpg, 202109052217product_4_900x900.jpg, 202109052232product_5_900x900.jpg, 202109052248product_6_900x900.jpg, 202109052304product_7_900x900.jpg, 202109081240product_8_900x900.jpg, 202109081253product_9_900x900.jpg",747.00,642.42,pcs,2626,brand1,GST,"Cat2, Sub Cat3","Size|Small-Medium-Large, Color|Red-Black-Blue","sku-v-000-32-1, sku-v-000-32-2, sku-v-000-32-3, sku-v-000-32-4, sku-v-000-32-5, sku-v-000-32-6, sku-v-000-32-7, sku-v-000-32-8, sku-v-000-32-9","Small-Red, Small-Black, Small-Blue, Medium-Red, Medium-Black, Medium-Blue, Large-Red, Large-Black, Large-Blue","748.00, 61.00, 95.00, 41.00, 75.00, 103.00, 25.00, 101.00, 13.00","202109050158product_1_900x900.jpg, 202109050215product_2_900x900.jpg, 202109050235product_3_900x900.jpg, 202109052217product_4_900x900.jpg, 202109052232product_5_900x900.jpg, 202109052248product_6_900x900.jpg, 202109052304product_7_900x900.jpg, 202109081240product_8_900x900.jpg, 202109081253product_9_900x900.jpg"
variable,"Variable Product 33",sku-v-000-33,,"202109054758category900x900.jpg, 202109054758category900x900.jpg, 202109050158product_1_900x900.jpg, 202109050215product_2_900x900.jpg, 202109050235product_3_900x900.jpg, 202109052217product_4_900x900.jpg, 202109052232product_5_900x900.jpg, 202109052248product_6_900x900.jpg, 202109052304product_7_900x900.jpg, 202109081240product_8_900x900.jpg, 202109081253product_9_900x900.jpg",684.00,554.04,pcs,4808,brand1,GST,"Cat3, Sub Cat2","Size|Small-Medium-Large, Color|Red-Black-Blue","sku-v-000-33-1, sku-v-000-33-2, sku-v-000-33-3, sku-v-000-33-4, sku-v-000-33-5, sku-v-000-33-6, sku-v-000-33-7, sku-v-000-33-8, sku-v-000-33-9","Small-Red, Small-Black, Small-Blue, Medium-Red, Medium-Black, Medium-Blue, Large-Red, Large-Black, Large-Blue","685.00, 102.00, 43.00, 82.00, 73.00, 79.00, 43.00, 36.00, 21.00","202109050158product_1_900x900.jpg, 202109050215product_2_900x900.jpg, 202109050235product_3_900x900.jpg, 202109052217product_4_900x900.jpg, 202109052232product_5_900x900.jpg, 202109052248product_6_900x900.jpg, 202109052304product_7_900x900.jpg, 202109081240product_8_900x900.jpg, 202109081253product_9_900x900.jpg"
variable,"Variable Product 34",sku-v-000-34,https://www.youtube.com/watch?v=kbxOeOZhmIc,"202109054758category900x900.jpg, 202109054758category900x900.jpg, 202109050158product_1_900x900.jpg, 202109050215product_2_900x900.jpg, 202109050235product_3_900x900.jpg, 202109052217product_4_900x900.jpg, 202109052232product_5_900x900.jpg, 202109052248product_6_900x900.jpg, 202109052304product_7_900x900.jpg, 202109081240product_8_900x900.jpg, 202109081253product_9_900x900.jpg",968.00,880.88,pcs,3556,brand1,GST,"Cat1, Sub Cat1","Size|Small-Medium-Large, Color|Red-Black-Blue","sku-v-000-34-1, sku-v-000-34-2, sku-v-000-34-3, sku-v-000-34-4, sku-v-000-34-5, sku-v-000-34-6, sku-v-000-34-7, sku-v-000-34-8, sku-v-000-34-9","Small-Red, Small-Black, Small-Blue, Medium-Red, Medium-Black, Medium-Blue, Large-Red, Large-Black, Large-Blue","969.00, 10.00, 43.00, 15.00, 10.00, 72.00, 33.00, 20.00, 57.00","202109050158product_1_900x900.jpg, 202109050215product_2_900x900.jpg, 202109050235product_3_900x900.jpg, 202109052217product_4_900x900.jpg, 202109052232product_5_900x900.jpg, 202109052248product_6_900x900.jpg, 202109052304product_7_900x900.jpg, 202109081240product_8_900x900.jpg, 202109081253product_9_900x900.jpg"
